question_id,question,question_sentiment,answer,answer_sentiment
question_box_117887411852,i'm about to kill e'rebody they ain't skin you questions,negative,please do,negative
question_box_132082344385,Post a picture of your bed!,positive,The freak nigga,negative
773525725,how did you contact them and what did you say to them,positive,i contracted them and i said hi give me a job or i kill u lol,positive
question_box_47454560250,hey it's urica... text me.....,positive,hum that's just rude stfu. i know this isn't her and i know she rates me... so stop... now,positive
773525955,what u think or gonna marry him!? do u know how many girls he flirt with!? he was staring at michele's boobs at iss's party! (p.s. they are huge!),positive,"omg shut the fuck up..he want, we were basically hanging put the whole entire time..would u shut the fuck up",positive
773525770,or i can kill her now,positive,or you can be patient.,positive
question_box_128955240935,it's world fo day! what's the first thing you'd ask an alien?,positive,get the fuck out of here,negative
question_box_106811380215,What can totally impress you?,positive,a guy being really nice and not being an asshole,positive
question_box_127853218696,Sexy ass mf (;,positive,Who? cx,positive
773525787,"she could kill with those looks, fatal attraction.",positive,"up, i said i got my heart stolen from a robber",positive
question_box_107257128744,I give a fuck answer the question‎  Nathan Dadi,positive,salted gawd pickle,positive
773525665,your ass is so fat,positive,the,positive
question_box_130389054426,KIMI HELP PLS I ALWAYS DO SHIT LIKE THIS‎  claire marie,positive,IM HERE WHATS UP,positive
question_box_103398581436,you are not ugly you are perfect <3 i would kill to look like you!a @andrew celeste garcia,positive,"i love you andrew, you're so sweet  a i would kill to look like you! (:",positive
773525789,i hope toe doesn't kill herself,positive,yeah,positive
question_box_128282097747,i dare u  come beat my ass!!!!! :) the problem is u can beat me im tough enough for u little jerk! :p,negative,stfu..!!& bye!,positive
question_box_124810415706,"don't kill yourself. long you are beautiful and strong, dying is not the solution. stay for me ;(",positive,thanks sarah. he telling me so much shit. i stopped believing myself. damn...i was happy and he freakin ruins my day. yipe!! i wont kill myself. maybe ill just ugh..idk anymore. im crying its not even right.,positive
question_box_109230680392,What do you think people think of you?,positive,I don't know what they think of me. But in all honestly I don't give a fuck what people think of me. I'm gonna be me and if they don't like it they can go suck a dick.,negative
question_box_109706853747,we are getting MARIED in august wanna come?‎  Stefanie Eliopoulos,positive,If you don't stfu I will post your quadruple chin pic ok;),negative
question_box_117085958829,who are you?,positive,air bear nigga,negative
question_box_117056479295,allah u suck lmao u want to see my real one then ??,negative,yeah i'll delete it gutta my questions after i see,positive
773526123,text me nigga,positive,who dis be,positive
773526217,bitch nigga stfu . y'all ugly i agree and shut to peanuts tarantula dirty pussy ass head up nigga,negative,who is this,positive
question_box_127227455546,U got no booty u think u have a really big one and all that but u got nothing bitch and plus u run funny as hell,negative,"Well I don't have a flat butt that's for sure, everyone runs differently so your just making fun of yourself. What's with all the bitch stuff to wow",positive
773526188,i'm your far th grade obvi emilie hopes,positive,nigga u thought,positive
question_box_48895283537,stop guns. stfu if you wanted to say something mean. you're not perfect so don't be mean to brim. just stop it's wrong and you're rude. -mckenzie <3,negative,love you thank you:) <3,positive
question_box_124490147158,name a hoe,positive,No,positive
question_box_122641619948,-a  кєиzιє ʝαиє,positive,kill me now,positive
question_box_118632402169,BRUH the walking dead is finally out omf yass,positive,FINALLY MY NIGGA MY NIGGA,positive
question_box_129131896562,Why's lena hate her it's because she's dating you and lenas likes you wow,positive,no thats not why so stfu....dont go assuming shit u dont know,negative
question_box_63976738723,by u act like u ah like fakeas wanna be looking bitch,negative,"lmao wha , i don't even act like that . ctfu that's what you & everyone think. im not gay of . get your shit straightened then come speak on me .",negative
question_box_117800825944,hey sexy ass,positive,hey cutis pie. i love you,positive
question_box_128265495901,Is it time to get high as fuck?,positive,Nope!,positive
question_box_129954318728,Are you gonna play Charlie Charlie ?,positive,"I already did  jk fuck that shit, I don't want no demon near me ",positive
question_box_70754541857,oh fucking k,positive,alright,positive
question_box_113942284990,ever tried to kill yourself?,positive,mhm,positive
773526113,can you twerk for a real nigga?,positive,hope,positive
question_box_73034489855,hey keep you're head up don't pay attention to those people telling you shit! parma will soon enough get them for what they're telling you!! just hang in there and you'll be fine! everything will get better!,positive,thank you so much ((((: <a,positive
773526018,thank god you nd marysol don't talk anymore she's annoying ass fuck,positive,das mean /:,positive
question_box_70534092886,Can you name anything that you don't like!,positive,the shit that's in the dark that u can't see,positive
question_box_117358874631,what would you refuse to do for a million dollars?,positive,anything that would kill me bc then what the point,positive
question_box_131596665681,austin and kenzie won't happen.,positive,stfu,negative
question_box_125723302586,So see its okay then! But I'm gonna kill you for changing your profile to that pic!‎  Jade Thrilwall✔,positive,catch me first,positive
773526233,nobody wants u cut they only feel bad fo u,negative,you don't know me.....nobody feels bad for me so stfu,positive
question_box_123958605699,Tbh| Lanciferrrrr I am scared for tomorrow. You better not unzip the pencil case. I will kill you. But anyways you are super cool and really funny! We don't really talk a lot but that should change! Guided Studies is really fun! Rate| 10!‎  s h a n n o n,positive,ill try not to but it will happen maybe lol and thanks!,positive
